GEO	E_CRR	W_CRR	B_CRR	R_CRR	Y_CRR	E_ACE	W_ACE	B_ACE	R_ACE	Y_ACE
01001	0.88	0.87	0.92	0.95	0.86	-89	-81	-11	4	-1
01003	0.91	0.86	1.04	1.34	0.57	-328	-372	17	35	-7
01005	0.98	0.84	1.01	1.94	0.72	-14	-20	2	6	0
01007	0.99	0.97	1.02	1.39	1.1	-14	-18	-1	5	0
01009	1.01	0.94	1.58	1.41	1.66	-40	-67	2	23	1
01011	1.17	0.9	1.11	2.02	0.65	14	-3	10	7	0
01013	0.9	0.95	0.84	1.88	0.36	-18	-16	-3	2	-1
01015	0.88	0.83	0.93	1.37	0.96	-76	-122	20	23	3
01017	0.91	0.87	0.87	2.53	1.35	-39	-36	-12	7	2
01019	0.88	0.84	1.41	0.81	3.13	-52	-55	1	0	2
01021	0.98	0.91	1.04	1.6	1.06	-9	-25	3	14	0
01023	0.93	0.87	0.98	2.0	0.0	-17	-14	-4	1	0
01025	0.96	0.99	0.91	1.68	0.7	-17	-6	-13	2	0
01027	0.9	0.83	0.98	2.02	1.6	-18	-18	-4	3	0
01029	1.05	1.01	0.85	2.42	0.6	-13	-16	0	3	0
01031	0.94	0.85	1.04	1.36	0.96	-55	-73	6	14	0
01033	0.94	0.95	0.87	1.26	0.58	-57	-52	-7	4	-2
01035	1.01	1.12	0.89	1.71	0.0	-3	0	-5	2	-1
01037	0.83	0.77	0.87	1.76	0.8	-38	-20	-18	1	-1
01039	1.04	0.99	1.17	1.83	0.78	-5	-15	5	6	-1
01041	0.93	0.91	0.79	3.55	0.49	-11	-10	-7	5	0
01043	1.03	0.96	1.68	1.67	2.67	-11	-58	9	25	12
01045	1.04	1.04	0.95	1.29	1.03	15	-5	4	14	2
01047	0.97	0.92	0.98	1.47	1.03	1	-13	14	0	0
01049	0.95	0.82	1.32	1.46	0.83	-74	-125	4	50	-2
01051	0.86	0.84	0.89	1.1	1.05	-121	-116	-14	10	-1
01053	1.05	0.98	1.02	1.79	1.47	-10	-23	4	8	1
01055	0.91	0.83	1.04	1.76	0.99	-153	-185	5	28	-1
01057	1.01	0.86	1.41	1.68	18.9	-18	-28	3	2	6
01059	1.12	0.94	1.4	1.86	0.77	7	-29	-1	37	1
01061	0.95	0.93	0.95	1.26	0.94	-39	-40	0	1	-1
01063	1.0	1.17	0.94	2.0	7.5	2	-2	2	1	1
01065	0.96	0.96	0.96	1.62	0.63	4	-4	8	1	0
01067	0.88	0.91	0.79	1.31	0.69	-31	-22	-11	2	0
01069	0.9	0.86	0.95	1.24	0.92	-99	-129	14	12	4
01071	0.88	0.82	2.02	1.18	0.73	-78	-91	10	4	-2
01073	0.92	0.85	0.9	1.96	0.8	-74	-266	3	204	-14
01075	0.96	0.91	1.13	1.56	3.16	-16	-15	-2	0	0
01077	0.79	0.76	0.84	1.39	0.63	-126	-139	2	13	-2
01079	0.9	0.94	0.8	0.67	1.32	-57	-46	-9	-2	0
01081	0.74	0.7	0.77	1.25	0.86	-95	-65	-45	28	-13
01083	0.87	0.83	0.85	1.37	0.66	-163	-157	-30	32	-8
01085	1.01	1.11	0.96	2.82	0.0	-2	-5	1	2	0
01087	0.67	0.89	0.63	0.8	1.39	-20	-7	-13	0	0
01089	0.88	0.87	0.83	1.3	0.73	-304	-354	15	67	-31
01091	1.05	1.06	1.02	1.55	1.59	-8	3	-12	2	-1
01093	0.92	0.88	1.46	1.46	0.97	-43	-49	3	2	1
01095	1.18	0.91	2.27	2.39	1.28	46	-110	19	139	-2
01097	0.98	0.93	1.04	1.12	1.05	121	-165	243	41	2
01099	0.88	0.81	0.9	1.53	1.18	-26	-21	-8	2	1
01101	0.96	0.88	0.91	3.02	0.96	45	-102	53	102	-8
01103	0.99	0.86	1.1	1.75	0.98	-78	-166	13	76	-1
01105	0.73	0.55	0.81	0.25	1.66	-11	-6	-5	-1	0
01107	0.83	0.81	0.88	0.75	0.25	-37	-24	-9	-3	0
01109	0.66	0.62	0.69	0.96	0.66	-12	-8	-6	2	1
01111	0.98	0.93	1.06	1.29	2.24	-23	-30	3	3	1
01113	1.01	1.06	0.89	1.7	1.17	24	12	-16	24	4
01115	0.96	0.94	0.98	1.43	1.01	-99	-89	-11	5	-4
01117	0.89	0.84	0.8	1.54	1.02	-383	-397	-51	64	0
01119	0.76	0.67	0.8	1.28	0.55	-3	1	-6	1	2
01121	0.81	0.83	0.76	1.36	0.7	-150	-109	-39	4	-7
01123	0.96	0.92	0.92	2.56	1.14	-54	-53	-7	7	0
01125	0.76	0.66	0.82	1.87	0.56	-44	-139	17	76	2
01127	1.02	0.94	1.29	3.06	1.11	-28	-64	12	23	1
01129	0.97	1.03	0.98	0.68	0.55	-23	-16	-5	-1	-1
01131	1.08	0.86	1.1	4.7	1.85	-2	-5	2	1	0
01133	0.99	0.92	3.65	1.61	2.6	-29	-38	4	5	1
02013	0.45	0.63	0.85	0.7	0.2	-15	0	1	-3	-13
02016	0.58	0.75	1.6	1.06	0.28	-18	-3	0	-1	-14
02020	1.0	0.89	1.3	1.24	0.98	313	-46	87	221	51
02050	1.66	1.12	4.81	1.72	0.99	114	4	3	107	0
02060	1.46	1.03	3.43	2.1	0.71	3	0	0	3	0
02068	0.57	0.62	0.0	0.44	0.17	-9	-7	0	-1	-2
02070	1.69	1.07	2.48	1.85	1.1	33	1	1	31	0
02090	1.07	0.98	1.39	1.28	1.12	242	90	41	92	18
02100	0.78	0.69	0.0	1.24	0.35	-5	-6	0	1	0
02105	1.18	1.15	0.0	1.28	0.0	1	-2	0	3	0
02110	0.86	0.76	1.24	1.27	0.61	-24	-40	1	25	-10
02122	1.04	1.0	1.45	1.24	1.03	15	-6	3	19	-2
02130	0.9	0.82	1.6	1.15	0.7	-10	-15	0	10	-4
02150	1.07	1.06	1.9	1.47	0.72	25	17	2	12	-5
02158	2.07	2.45	156.0	2.03	1.78	72	3	1	68	0
02164	1.5	1.45	2.12	1.62	0.18	5	3	0	7	-5
02170	1.06	1.04	1.53	1.23	0.79	91	37	9	48	-3
02180	1.58	1.23	2.27	1.69	0.47	54	4	2	49	-1
02185	1.56	0.99	2.08	1.82	0.93	39	-4	1	41	1
02188	1.68	0.85	2.45	1.79	1.0	46	-2	1	47	-1
02195	1.15	1.16	1.03	1.36	0.47	1	1	0	1	0
02198	0.94	0.84	2.7	1.03	0.53	-2	-4	0	2	0
02220	0.71	0.61	1.81	0.93	0.65	-11	-13	0	3	-2
02230	0.63	0.6	1.25	0.92	0.5	-3	-2	0	0	0
02240	1.5	1.34	1.94	2.23	0.8	21	10	1	10	0
02261	1.2	1.14	1.07	1.41	1.15	17	8	0	8	1
02275	0.91	0.98	3.15	0.72	0.49	-4	-4	0	0	0
02282	1.3	0.78	1.71	1.93	0.41	1	-1	0	2	0
02290	1.28	0.97	4.8	1.35	0.36	14	-1	1	14	0
04001	1.13	1.06	1.77	1.14	0.54	91	1	3	87	-1
04003	1.07	0.94	0.97	1.24	0.91	100	-33	15	119	-2
04005	0.67	0.49	0.66	0.95	0.4	40	-95	5	130	0
04007	1.15	0.84	2.1	1.41	2.1	31	-49	2	74	4
04009	1.19	0.99	1.5	1.41	1.02	82	8	2	71	1
04011	1.3	1.15	1.52	1.43	0.9	25	5	1	19	0
04012	1.13	0.94	1.92	1.19	1.35	14	-10	2	22	0
04013	0.92	0.76	1.06	1.14	0.71	-1502	-5168	547	3622	-502
04015	0.94	0.87	1.42	1.13	0.78	-164	-227	12	58	-7
04017	1.24	1.0	2.11	1.38	0.78	183	-19	9	196	-3
04019	0.86	0.7	1.1	1.02	0.57	-121	-885	140	709	-84
04021	1.01	0.89	1.09	1.15	0.79	129	-247	34	363	-20
04023	1.12	1.08	1.56	1.12	0.54	31	-1	2	32	-2
04025	0.89	0.81	1.14	1.15	0.67	-242	-308	4	80	-17
04027	1.21	1.06	1.37	1.25	0.87	406	12	24	377	-6
05001	1.07	0.98	1.23	1.84	0.48	7	-5	10	2	0
05003	1.01	0.96	1.12	1.08	0.77	-25	-23	-1	0	-1
05005	0.97	0.95	2.42	1.22	1.25	-40	-42	2	1	0
05007	0.99	0.91	1.34	1.2	1.11	32	-189	29	137	55
05009	1.05	1.04	2.3	1.15	1.09	-11	-17	2	3	0
05011	0.96	0.77	1.05	1.38	1.0	-4	-8	-3	6	0
05013	0.77	0.71	0.71	1.96	0.5	-11	-12	-1	2	0
05015	1.05	0.9	2.71	1.43	1.71	-5	-31	2	20	4
05017	1.06	0.73	1.29	0.82	0.54	-7	-11	5	0	0
05019	0.69	0.59	0.79	1.55	0.79	-5	-11	2	5	-1
05021	1.12	1.09	3.44	1.77	0.77	1	-2	2	1	-1
05023	0.88	0.87	2.08	1.02	0.27	-21	-20	1	1	-3
05025	0.82	0.77	1.1	1.08	0.0	-18	-17	-1	0	0
05027	0.8	0.72	0.88	1.36	0.61	-9	-15	3	3	1
05029	1.02	0.99	1.21	1.21	0.63	-5	-9	3	1	0
05031	0.94	0.84	1.16	1.54	0.95	78	-65	109	33	2
05033	1.04	1.01	2.28	1.06	0.85	-15	-34	16	3	1
05035	1.14	0.97	1.22	1.54	1.29	54	-19	69	4	0
05037	1.05	1.01	1.16	1.11	1.15	2	-5	7	0	0
05039	1.02	0.94	1.08	1.42	1.09	-2	-3	1	0	0
05041	0.98	0.85	1.03	1.33	2.27	5	-2	5	1	1
05043	0.8	0.74	0.89	1.23	0.16	-10	-13	1	3	-1
05045	0.77	0.74	0.78	1.4	0.59	-21	-84	30	28	4
05047	0.95	0.91	2.66	1.37	0.55	-17	-18	2	0	-1
05049	1.06	1.06	1.96	0.54	1.09	-11	-12	1	0	0
05051	0.93	0.81	1.28	1.74	0.76	-98	-171	35	40	-2
05053	0.92	0.9	1.11	1.5	0.22	-16	-20	2	2	0
05055	0.98	0.94	2.0	1.31	1.67	-23	-45	11	8	3
05057	1.13	0.97	1.17	1.62	0.83	26	-1	12	16	0
05059	0.86	0.79	1.19	1.39	0.63	-45	-52	3	3	0
05061	1.1	1.01	1.22	1.31	0.14	5	-8	4	9	-1
05063	1.08	0.98	2.04	1.9	1.04	14	-13	9	18	0
05065	0.96	0.91	3.26	1.31	0.99	-14	-18	1	3	1
05067	0.96	0.92	1.02	1.44	0.54	-7	-14	2	4	0
05069	0.96	0.89	0.97	1.51	0.98	0	-37	31	5	1
05071	1.11	1.03	1.8	1.32	1.39	29	1	5	18	5
05073	0.83	0.72	0.91	1.66	1.12	-12	-10	-3	0	0
05075	0.97	0.92	2.02	1.93	0.51	-5	-11	1	5	0
05077	1.13	0.88	1.32	0.8	0.5	-2	-8	6	1	0
05079	0.93	0.94	0.87	1.08	2.22	-7	-2	-5	0	0
05081	1.04	1.0	0.92	2.03	1.55	-6	-7	-4	5	0
05083	1.02	1.01	2.42	1.17	0.55	-20	-23	3	2	-3
05085	0.96	0.92	1.28	1.26	0.9	-16	-45	15	13	2
05087	1.15	1.11	1.45	1.26	1.96	3	-4	2	4	1
05089	1.15	1.09	4.38	2.07	0.77	-7	-13	3	5	-1
05091	1.04	0.95	1.16	1.52	0.98	6	-27	26	7	1
05093	1.12	0.94	1.33	1.44	1.19	50	-10	57	3	0
05095	1.24	1.14	1.38	1.03	1.09	9	1	7	1	0
05097	1.02	0.98	0.36	1.63	1.31	-11	-12	-1	2	0
05099	1.03	0.96	1.11	1.39	0.39	-8	-8	-2	2	0
05101	0.95	0.96	2.34	0.75	0.34	-5	-6	0	0	0
05103	1.01	0.88	1.1	2.16	1.12	-13	-24	6	5	0
05105	1.09	1.09	1.32	1.19	0.17	-7	-9	0	2	0
05107	1.22	1.07	1.24	2.54	1.88	31	0	27	3	0
05109	0.89	0.84	1.07	1.46	0.86	-19	-20	0	2	-1
05111	1.09	1.04	1.41	1.49	1.13	-2	-13	8	3	0
05113	1.09	1.06	2.97	1.4	0.34	-8	-13	2	4	-1
05115	0.93	0.86	1.3	1.37	0.64	11	-23	9	29	-4
05117	0.86	0.81	1.16	0.53	4.5	-15	-16	1	0	0
05119	0.95	0.83	1.0	1.54	0.76	-6	-314	176	142	-10
05121	1.08	1.02	2.49	1.81	1.73	6	-4	3	4	4
05123	1.23	1.11	1.31	1.27	1.3	30	-1	29	1	1
05125	0.91	0.87	1.03	1.37	0.62	-87	-146	29	31	-1
05127	1.09	1.05	3.34	1.26	0.9	-3	-7	1	4	-1
05129	1.12	1.12	2.08	0.77	2.04	-1	-2	0	0	0
05131	1.01	0.91	1.42	1.3	0.67	24	-66	37	66	-13
05133	1.22	0.92	2.5	1.48	1.61	12	-16	7	18	3
05135	1.0	1.0	1.52	0.99	0.29	-23	-23	1	0	-1
05137	0.99	0.98	2.57	1.19	0.24	1	0	0	1	-1
05139	1.12	1.05	1.16	1.64	0.88	6	-11	10	9	-3
05141	0.92	0.92	1.73	0.63	0.62	-14	-14	1	0	-1
05143	0.89	0.75	1.26	1.24	1.23	244	-65	61	182	65
05145	0.87	0.83	1.2	1.17	0.94	-57	-86	19	8	3
05147	0.89	0.81	0.83	4.54	0.3	-11	-11	-2	3	-1
05149	1.09	0.97	1.7	1.45	0.51	-7	-25	2	18	-2
06001	0.77	0.73	0.77	0.99	0.68	-2121	-1001	-244	331	-1207
06003	0.78	0.49	6.0	1.03	0.0	-2	-2	0	1	0
06005	0.99	0.96	2.11	1.07	0.97	-28	-38	2	8	0
06007	0.8	0.75	1.18	0.93	0.75	29	-106	24	93	18
06009	0.91	0.92	1.43	0.86	0.75	-67	-63	2	-3	-3
06011	1.1	0.75	1.31	1.26	0.45	24	-10	1	35	-3
06013	0.86	0.84	0.82	1.05	0.68	-1831	-1161	-119	339	-890
06015	1.06	0.93	1.66	1.33	1.06	15	-9	2	21	1
06017	0.85	0.81	1.27	1.03	0.7	-355	-319	4	13	-53
06019	1.12	0.88	1.08	1.29	0.9	1972	-255	151	1915	161
06021	1.13	0.97	1.53	1.25	1.22	41	0	2	36	3
06023	0.75	0.66	1.04	1.01	0.81	-9	-115	16	82	8
06025	1.32	1.11	1.06	1.36	0.72	481	3	5	481	-8
06027	1.14	0.97	1.87	1.36	0.76	11	-7	2	15	0
06029	1.15	0.95	1.17	1.31	0.78	1825	-68	178	1809	-95
06031	1.2	1.0	1.23	1.33	0.87	415	40	39	336	0
06033	1.14	0.91	1.83	1.56	1.55	2	-64	8	55	3
06035	1.1	0.97	1.25	1.43	1.56	8	-12	2	15	3
06037	0.81	0.67	0.71	0.94	0.67	-10970	-5888	-1541	1183	-4724
06039	1.03	0.7	0.48	1.27	0.77	141	-145	-45	340	-8
06041	0.89	0.8	0.9	1.31	0.71	-828	-772	-8	51	-99
06043	0.85	0.86	0.66	0.85	0.66	-13	-16	1	2	0
06045	1.05	0.85	1.38	1.4	0.77	-6	-94	4	93	-9
06047	1.12	0.86	1.07	1.28	0.84	490	-92	26	538	18
06049	1.1	1.15	0.57	1.01	0.97	6	9	0	-3	0
06051	0.73	0.56	0.67	1.09	0.49	-19	-14	0	-5	0
06053	1.07	0.73	0.84	1.3	0.55	553	-211	13	877	-126
06055	0.79	0.66	0.82	1.02	0.5	-243	-227	0	51	-67
06057	0.87	0.83	1.02	1.1	0.65	-117	-126	2	11	-4
06059	0.85	0.76	0.85	1.01	0.75	-4641	-3020	-51	681	-2251
06061	0.88	0.86	0.95	1.05	0.74	-672	-574	1	48	-147
06063	1.11	1.02	0.81	1.61	1.02	11	1	0	9	0
06065	0.95	0.84	0.9	1.05	0.73	-49	-1314	-18	1810	-527
06067	0.91	0.84	1.0	1.12	0.78	-192	-891	222	773	-297
06069	1.02	0.87	1.23	1.1	0.71	18	-43	3	66	-7
06071	1.0	0.9	1.0	1.06	0.85	1402	-527	250	1988	-309
06073	0.87	0.8	0.94	1.04	0.66	-716	-1428	304	1627	-1219
06075	0.55	0.54	0.72	0.81	0.45	-1626	-575	-2	69	-1118
06077	1.03	0.9	1.09	1.24	0.76	434	-297	77	843	-189
06079	0.73	0.64	0.92	1.0	0.53	-149	-240	7	115	-31
06081	0.82	0.87	0.99	0.95	0.68	-1256	-630	20	30	-677
06083	0.89	0.6	0.68	1.24	0.43	358	-277	11	675	-50
06085	0.84	0.83	0.85	1.03	0.73	-2382	-1040	26	494	-1862
06087	0.72	0.52	0.59	1.1	0.32	-306	-471	-1	232	-65
06089	0.99	0.95	1.56	1.11	0.93	27	-63	22	60	8
06091	1.23	1.03	3.0	1.46	6.46	-2	-3	1	0	1
06093	1.03	0.88	1.44	1.43	1.31	-8	-40	3	26	2
06095	0.91	0.85	0.91	1.15	0.7	-92	-190	14	262	-178
06097	0.79	0.68	0.83	1.04	0.61	-727	-794	10	175	-119
06099	1.06	0.88	1.12	1.23	0.79	551	-268	45	820	-45
06101	1.04	0.93	1.26	1.28	0.84	68	-41	13	104	-8
06103	1.13	0.97	1.5	1.45	1.0	55	-22	4	70	2
06105	0.89	0.84	0.93	1.26	0.57	-9	-11	0	2	0
06107	1.16	0.91	1.03	1.28	0.74	1029	-109	28	1113	-3
06109	0.95	0.85	1.65	1.42	0.9	-17	-43	4	24	-2
06111	0.89	0.73	0.85	1.07	0.62	-778	-992	-1	519	-304
06113	0.68	0.62	0.83	0.96	0.38	1	-107	18	133	-42
06115	1.13	1.05	1.36	1.29	0.89	164	32	16	103	13
08001	0.99	0.83	1.35	1.15	0.87	323	-270	83	516	-6
08003	0.9	0.89	1.08	0.89	0.89	30	12	2	14	1
08005	0.88	0.77	1.03	1.09	0.8	-491	-759	86	270	-88
08007	1.04	0.91	3.44	1.27	1.56	-2	-10	2	6	1
08009	0.96	1.04	0.6	0.58	0.67	-1	0	0	0	0
08011	1.04	1.0	1.57	1.08	0.96	1	-1	0	2	0
08013	0.62	0.55	0.85	0.99	0.56	-735	-761	9	73	-55
08014	0.77	0.74	1.11	0.92	0.67	-146	-143	4	11	-17
08015	0.72	0.69	1.86	0.91	0.51	-43	-41	1	-1	-2
08017	1.3	1.42	2.53	0.89	0.0	5	5	0	0	0
08019	0.73	0.67	1.95	1.05	0.38	-35	-34	1	0	-1
08021	1.26	1.72	1.46	0.85	2.65	11	17	0	-7	1
08023	1.01	1.14	0.94	0.94	2.4	1	0	0	0	0
08025	0.79	0.94	0.29	0.6	0.0	-5	-3	0	-1	0
