GEO	E_CRR	W_CRR	B_CRR	R_CRR	Y_CRR	E_ACE	W_ACE	B_ACE	R_ACE	Y_ACE
01001	1.0	0.98	1.05	1.37	0.82	-35	-36	-2	3	-1
01003	0.92	0.88	1.11	1.45	1.28	-330	-355	9	15	2
01005	1.02	0.84	1.04	3.93	1.02	-18	-37	4	16	0
01007	0.94	0.94	0.91	1.45	0.0	-16	-15	-2	1	0
01009	0.98	0.87	1.01	2.43	0.7	-25	-70	1	45	0
01011	1.11	0.87	0.99	4.5	1.27	-2	-9	-3	10	0
01013	0.93	0.89	0.98	0.85	0.53	-33	-29	-4	0	0
01015	0.91	0.85	1.03	1.68	0.73	-168	-178	0	19	-8
01017	0.93	0.94	0.89	1.48	0.72	-52	-31	-22	1	0
01019	0.93	0.91	0.98	2.26	0.43	-40	-39	-3	2	0
01021	0.93	0.87	0.96	2.44	1.08	-33	-53	3	17	1
01023	0.87	0.88	0.85	1.12	0.0	-31	-11	-20	0	0
01025	1.0	0.99	1.02	1.21	0.0	-19	-15	-4	0	0
01027	0.78	0.79	0.7	1.21	0.0	-33	-28	-5	0	-1
01029	0.88	0.84	1.11	2.16	0.0	-17	-20	1	2	0
01031	0.92	0.86	0.93	2.16	0.62	-69	-66	-11	14	-7
01033	0.85	0.83	0.83	1.69	0.8	-116	-103	-19	5	0
01035	0.93	0.86	1.02	0.47	0.63	-30	-20	-8	-2	0
01037	0.78	0.74	0.8	2.06	1.5	-35	-25	-11	1	0
01039	0.96	0.91	1.12	1.69	0.72	-68	-71	1	2	0
01041	0.93	0.94	0.88	1.32	0.0	-19	-10	-8	0	0
01043	0.94	0.9	1.18	1.97	0.71	-100	-125	1	25	0
01045	1.09	1.08	1.08	1.43	0.62	17	-1	9	14	-5
01047	1.11	0.9	1.19	0.96	1.83	-24	-49	25	0	0
01049	1.05	0.86	1.12	2.73	2.07	-23	-115	-2	91	3
01051	0.95	0.93	0.96	1.59	0.79	-82	-90	2	8	-2
01053	1.06	0.95	1.25	1.32	0.99	-10	-35	22	3	0
01055	0.96	0.89	0.99	2.65	1.72	-141	-168	-9	34	2
01057	0.91	0.91	0.78	1.11	5.68	-33	-29	-6	0	2
01059	1.06	0.91	0.89	2.39	4.95	-11	-47	-2	34	4
01061	0.9	0.86	0.94	1.86	1.65	-53	-51	-5	3	0
01063	1.03	0.66	1.1	2.4	1.2	-20	-11	-9	0	0
01065	1.04	0.97	1.07	1.34	1.02	-9	-8	-1	0	0
01067	1.01	0.99	0.94	2.59	3.03	-19	-15	-9	4	0
01069	1.0	0.93	1.15	1.52	0.77	-59	-106	39	9	-1
01071	0.88	0.87	1.03	1.05	0.53	-100	-94	-3	-3	0
01073	0.91	0.83	0.94	1.95	0.99	-1027	-898	-300	146	26
01075	0.83	0.8	0.84	2.28	0.0	-32	-30	-3	1	0
01077	0.82	0.78	0.95	1.67	0.68	-183	-194	1	11	0
01079	0.85	0.9	0.82	0.49	0.63	-57	-30	-13	-14	0
01081	0.66	0.61	0.78	0.95	0.76	-103	-81	-23	4	-2
01083	0.91	0.85	0.79	2.68	0.95	-91	-107	-17	34	-2
01085	1.05	1.0	1.06	3.76	0.0	-4	-9	5	1	0
01087	0.73	0.98	0.69	0.89	0.6	-29	-2	-26	0	0
01089	0.84	0.82	0.81	1.23	1.03	-548	-534	-25	10	2
01091	0.99	0.99	0.98	1.31	0.44	-31	-15	-17	1	0
01093	0.92	0.9	1.17	1.63	0.74	-42	-45	1	2	0
01095	1.1	0.92	1.28	3.02	0.68	6	-117	6	117	0
01097	0.98	0.91	1.07	1.21	1.12	-289	-343	21	14	20
01099	0.97	0.97	0.99	0.72	0.27	-30	-24	-5	0	-1
01101	0.95	0.9	0.96	2.01	1.05	-132	-220	55	31	2
01103	0.97	0.86	1.1	2.37	0.69	-123	-211	20	69	-1
01105	1.15	0.71	1.29	0.79	1.04	10	-10	20	0	0
01107	1.03	1.07	0.99	1.46	0.88	-17	-14	-2	0	0
01109	0.84	0.78	0.91	1.23	0.43	-11	-14	-1	3	0
01111	0.93	0.85	1.02	2.48	4.0	-26	-30	-1	4	0
01113	0.9	0.95	0.83	1.27	0.86	-56	-27	-32	5	-2
01115	0.87	0.87	0.8	1.37	0.89	-104	-101	-6	3	0
01117	0.97	0.94	0.88	1.97	1.21	-140	-202	2	52	7
01119	0.86	0.72	0.91	0.91	1.41	-32	-7	-25	0	0
01121	0.97	0.96	0.92	2.56	4.27	-101	-86	-30	8	6
01123	0.99	0.93	1.02	3.82	0.43	-50	-62	4	9	-1
01125	0.8	0.76	0.84	1.58	0.74	-211	-206	-34	20	8
01127	0.9	0.88	1.05	1.55	1.3	-118	-123	1	4	0
01129	0.94	0.96	0.88	0.96	0.8	-25	-16	-10	1	0
01131	1.24	1.17	1.27	0.41	0.0	10	-6	17	0	0
01133	0.91	0.89	1.94	1.43	0.0	-35	-38	1	1	0
02013	0.52	0.48	0.0	0.76	0.24	-14	-4	0	-1	-9
02016	0.43	0.47	0.0	0.64	0.22	-21	-7	-1	-2	-11
02020	0.95	0.79	1.38	1.35	1.14	-324	-598	72	183	18
02050	1.53	0.91	4.58	1.63	0.5	73	-7	4	78	-1
02060	0.65	0.65	0.0	0.7	0.0	-7	-5	0	-1	0
02068	0.85	0.4	0.0	4.29	0.44	-5	-10	0	5	0
02070	1.27	0.91	0.0	1.39	1.02	4	-5	0	9	0
02090	1.07	0.99	1.8	1.19	0.93	56	-46	60	49	-6
02100	0.74	0.81	0.0	0.52	0.0	-14	-12	0	-2	0
02105	0.95	0.96	0.0	0.96	0.0	-5	-5	0	0	0
02110	0.81	0.69	1.85	1.27	0.66	-106	-113	1	13	-6
02122	0.94	0.89	2.52	1.19	0.88	-183	-187	3	3	-3
02130	0.96	0.89	1.85	1.11	1.1	-34	-36	1	1	1
02150	1.21	1.14	1.13	1.33	1.3	4	-6	0	3	7
02164	0.93	0.95	0.0	0.95	0.0	-2	-1	0	-1	0
02170	0.96	0.9	1.98	1.34	1.06	-168	-191	6	17	-1
02180	1.42	0.92	4.4	1.55	1.08	31	-3	1	32	1
02185	1.41	0.57	3.27	1.66	0.88	17	-7	1	25	-3
02188	1.59	0.74	28.0	1.7	1.05	41	-1	1	41	0
02195	0.84	0.73	0.0	1.06	1.35	-17	-18	0	0	0
02198	0.86	0.75	6.0	0.99	0.56	-17	-17	0	0	0
02220	0.97	0.84	1.62	1.29	0.93	-21	-21	0	2	-2
02230	0.8	0.6	0.0	4.39	0.0	-2	-3	0	1	0
02240	1.19	1.05	0.81	1.94	1.01	-11	-15	0	4	0
02261	0.91	0.82	2.75	1.16	1.1	-38	-36	0	0	-1
02270	1.73	1.37	48.0	1.74	3.0	51	0	1	50	0
02275	0.89	0.85	0.0	0.99	0.83	-11	-10	0	-1	0
02282	0.67	0.56	0.0	0.81	0.0	-2	-1	0	-1	0
02290	1.1	1.18	0.0	1.09	0.0	-2	-2	0	0	0
04001	1.38	0.97	3.08	1.45	1.37	120	-44	8	153	3
04003	1.16	0.96	1.65	1.41	0.81	-43	-180	34	122	-18
04005	0.95	0.66	1.53	1.38	0.64	-68	-270	9	196	-4
04007	1.28	0.95	2.46	1.85	0.62	-49	-124	3	74	-1
04009	1.08	1.0	1.7	1.18	0.43	22	-4	2	25	0
04011	1.18	1.12	2.18	1.25	0.0	-4	-8	1	4	0
04012	1.13	0.78	2.56	1.45	0.11	-16	-44	2	27	-1
04013	1.14	0.85	1.41	1.69	1.07	5240	-4323	732	8575	257
04015	1.09	0.98	1.95	1.55	0.97	-203	-329	9	120	-3
04017	1.26	1.04	2.76	1.38	0.8	110	-93	11	190	1
04019	0.98	0.71	1.41	1.35	0.91	-454	-1981	142	1374	12
04021	1.18	0.95	1.75	1.45	1.23	222	-178	34	360	6
04023	1.44	1.14	2.67	1.48	1.14	83	-24	2	104	0
04025	0.93	0.79	2.06	1.63	0.99	-528	-665	7	134	-3
04027	1.43	1.06	1.8	1.59	1.11	477	-66	27	513	3
05001	0.98	0.93	1.02	3.21	1.85	-29	-33	0	4	0
05003	0.94	0.96	0.82	1.65	0.51	-17	-14	-10	7	0
05005	0.87	0.86	1.69	1.13	0.43	-91	-90	2	0	-3
05007	1.07	0.92	1.64	1.89	1.31	150	-129	19	238	22
05009	0.93	0.91	1.75	1.59	0.91	-44	-46	2	2	-2
05011	1.03	0.94	0.83	2.54	3.0	2	-6	-6	12	0
05013	0.75	0.69	0.78	1.69	0.0	-19	-15	-5	2	0
05015	1.07	0.91	4.17	1.86	0.61	-36	-66	2	30	-2
05017	1.07	1.07	1.04	1.8	0.0	-13	-7	-9	3	0
05019	0.77	0.7	0.82	1.89	0.33	-14	-17	-6	9	0
05021	0.95	0.93	3.0	1.36	1.12	-16	-18	1	1	0
05023	0.91	0.9	1.75	1.12	0.77	-52	-56	2	2	0
05025	1.0	0.94	1.33	0.99	0.0	-2	-6	5	0	0
05027	0.8	0.71	0.94	0.9	0.77	-29	-34	4	1	0
05029	0.91	0.9	0.85	1.22	0.0	-34	-33	-4	4	0
05031	0.87	0.79	1.17	2.03	0.68	6	-78	53	30	2
05033	0.94	0.89	1.65	1.48	1.12	-57	-74	4	14	0
05035	1.11	0.9	1.28	1.95	0.53	26	-55	74	7	-1
05037	0.97	0.89	1.14	1.4	1.47	-16	-24	6	3	0
05039	1.05	0.97	1.14	1.26	0.75	-10	-9	-1	0	0
05041	1.12	1.0	1.16	1.96	0.77	-8	-16	4	4	0
05043	0.81	0.75	0.87	1.55	0.51	-20	-15	-6	3	-1
05045	0.83	0.81	0.85	1.2	0.52	-17	-58	29	13	-1
05047	1.03	1.01	1.41	1.48	0.99	-14	-19	1	3	0
05049	0.88	0.84	2.82	2.14	0.0	-35	-37	1	2	0
05051	0.92	0.86	1.14	1.78	0.86	-173	-205	7	24	0
05053	0.83	0.81	1.06	1.22	0.36	-30	-31	0	1	0
05055	0.96	0.94	1.56	1.56	1.73	-24	-30	2	3	0
05057	1.04	0.79	1.08	2.08	0.37	-11	-37	-2	28	0
05059	0.93	0.89	0.95	2.21	0.72	-41	-46	-3	7	0
05061	1.07	0.9	0.91	2.82	0.97	8	-8	-4	20	0
05063	1.0	0.96	1.63	1.9	0.82	-34	-47	5	6	2
05065	0.85	0.85	0.67	0.85	0.0	-29	-28	0	-1	-1
05067	0.76	0.71	0.83	1.63	2.62	-40	-43	0	2	1
05069	0.99	0.91	1.03	1.72	0.97	-66	-88	14	8	1
05071	1.09	0.98	1.86	1.89	0.69	14	-12	2	24	0
05073	0.92	0.88	0.95	1.67	0.0	-13	-10	-3	0	0
05075	0.9	0.89	1.5	1.11	0.41	-27	-28	1	0	0
05077	1.01	0.92	1.06	1.36	1.0	-16	-9	-6	0	0
05079	1.08	0.93	1.3	2.32	0.0	-1	-9	5	3	0
05081	0.8	0.78	0.8	1.28	0.0	-30	-22	-9	1	0
05083	1.02	0.99	2.11	1.44	1.03	-16	-23	2	3	2
05085	0.93	0.91	1.11	1.51	0.63	-36	-44	3	8	-2
05087	1.02	0.95	2.11	2.09	1.2	-24	-31	1	6	0
05089	0.7	0.68	2.07	1.01	0.24	-68	-67	1	0	-1
05091	0.96	0.9	1.07	1.34	0.47	-30	-39	7	4	-1
05093	1.14	0.97	1.32	2.32	1.22	20	-35	41	13	0
05095	1.05	0.95	1.16	1.72	0.89	-14	-16	0	1	0
05097	0.9	0.87	1.38	1.32	0.72	-18	-20	0	2	0
05099	0.99	0.91	1.09	1.47	1.15	-8	-9	-1	2	0
05101	0.79	0.78	0.0	1.51	0.0	-27	-27	0	0	0
05103	0.97	0.97	0.95	1.84	0.08	-57	-35	-22	1	0
05105	0.93	0.91	1.27	1.35	0.0	-7	-7	0	0	0
05107	1.27	1.05	1.38	1.2	0.76	19	-19	38	0	0
05109	1.01	0.89	1.14	2.7	0.0	-12	-19	0	7	0
05111	1.02	0.95	1.45	2.16	1.0	-12	-20	5	4	0
05113	1.05	0.99	2.08	1.7	0.67	-8	-18	1	8	0
05115	0.91	0.86	1.17	1.92	0.71	-29	-56	4	23	0
05117	0.84	0.81	1.03	0.61	0.0	-29	-27	-1	0	0
05119	1.0	0.9	1.05	1.88	1.32	-194	-463	132	106	31
05121	0.95	0.92	1.71	2.07	1.94	-14	-18	1	3	0
05123	1.13	0.99	1.24	1.17	1.39	-7	-20	12	1	0
05125	0.8	0.76	1.08	1.88	1.14	-181	-202	4	15	2
05127	1.08	1.01	1.71	1.68	0.48	3	-2	1	5	0
05129	0.83	0.82	2.0	1.03	0.0	-19	-19	0	0	0
05131	1.1	0.93	1.24	2.18	1.2	32	-148	19	148	13
05133	1.37	0.89	1.09	2.51	0.99	56	-10	1	65	0
05135	0.93	0.91	2.36	1.03	0.0	-25	-26	2	0	0
05137	0.92	0.9	3.6	1.32	0.0	-25	-26	0	0	0
05139	0.97	0.88	1.07	1.69	0.9	-65	-67	0	4	-2
05141	1.01	1.01	2.95	0.99	0.67	-30	-30	1	-1	0
05143	1.01	0.84	1.17	2.14	1.02	259	-71	34	270	26
05145	0.91	0.85	1.29	1.54	2.32	-19	-52	14	13	6
05147	0.88	0.84	0.96	0.2	6.0	-18	-12	-6	0	0
05149	1.21	0.92	2.33	2.24	1.55	13	-33	4	41	1
06001	0.91	0.72	0.86	1.32	0.88	-1182	-2293	-302	1400	13
06003	0.78	0.6	0.0	1.2	0.0	-6	-6	0	1	0
06005	0.81	0.72	1.15	1.5	0.66	-129	-134	0	6	-2
06007	0.77	0.66	1.29	1.14	1.03	-414	-544	11	100	20
06009	0.74	0.68	1.11	1.11	0.64	-225	-217	-1	-3	-4
06011	1.33	0.85	0.68	1.73	1.07	23	-37	0	62	-1
06013	0.95	0.83	0.94	1.33	0.79	-1748	-2182	-109	892	-349
06015	0.97	0.76	1.63	1.59	1.21	-57	-88	1	26	3
06017	0.86	0.77	1.18	1.37	0.86	-741	-775	2	50	-19
06019	1.2	0.79	1.28	1.51	1.19	1656	-985	172	2256	213
06021	1.22	1.0	1.85	1.54	1.27	28	-33	2	55	4
06023	0.76	0.67	1.36	1.21	0.89	-329	-394	8	50	7
06025	1.34	0.97	1.31	1.43	0.97	286	-68	10	343	0
06027	0.89	0.66	1.89	1.41	0.89	-59	-76	1	16	0
06029	1.25	0.87	1.44	1.63	1.03	1326	-805	146	1998	-12
06031	1.29	0.98	1.47	1.56	1.1	377	-5	35	347	0
06033	0.9	0.74	1.56	1.46	0.69	-201	-234	3	32	-3
06035	0.86	0.79	1.3	1.19	1.14	-68	-78	1	7	1
06037	0.98	0.67	0.85	1.28	0.71	2999	-10635	-1112	18727	-3981
06039	1.05	0.67	0.4	1.51	0.73	98	-276	-30	405	-2
06041	0.92	0.84	0.96	1.42	0.72	-878	-950	-10	144	-61
06043	0.75	0.73	0.93	0.87	0.27	-81	-75	0	-4	-1
06045	0.98	0.72	1.49	1.68	0.82	-182	-315	3	135	-4
06047	1.28	0.85	1.23	1.6	1.25	595	-213	16	738	53
06049	0.86	0.78	1.54	1.18	0.92	-30	-33	0	3	0
06051	0.85	0.6	1.04	1.6	0.77	-30	-53	1	22	0
06053	1.2	0.72	0.98	1.59	0.8	640	-623	-8	1347	-76
06055	0.96	0.68	0.92	1.57	0.69	-224	-412	-2	207	-16
06057	0.76	0.71	0.97	1.24	0.72	-505	-512	0	14	-6
06059	0.99	0.75	0.92	1.42	0.81	-127	-5097	5	5648	-683
06061	0.91	0.82	1.18	1.44	0.96	-677	-823	7	136	4
06063	0.76	0.75	1.15	0.84	0.62	-113	-108	0	-3	-1
06065	1.1	0.78	1.08	1.48	0.78	1496	-2590	93	4127	-134
06067	0.97	0.8	1.1	1.38	0.97	-518	-2053	202	1208	126
06069	1.13	0.78	0.9	1.47	0.83	42	-94	1	137	-1
06071	1.08	0.8	1.08	1.36	0.85	1309	-2496	169	3807	-170
06073	0.96	0.73	1.09	1.37	0.82	-753	-4959	301	4263	-357
06075	0.6	0.46	0.82	0.93	0.63	-1407	-625	-108	93	-767
06077	1.15	0.8	1.21	1.58	1.1	707	-850	104	1320	132
06079	0.73	0.6	0.81	1.24	0.58	-841	-974	1	149	-17
06081	0.97	0.9	0.9	1.25	0.85	-768	-1081	-24	568	-231
06083	0.97	0.6	0.87	1.53	0.66	-50	-916	3	889	-26
06085	1.03	0.82	0.94	1.35	1.01	488	-2142	9	1998	623
06087	0.85	0.56	0.7	1.58	0.55	-481	-903	1	459	-37
06089	0.87	0.78	1.86	1.4	1.02	-474	-533	12	49	-2
06091	0.67	0.62	0.0	0.97	1.6	-14	-14	0	0	0
06093	0.94	0.81	1.5	1.61	0.86	-167	-182	2	18	-4
06095	0.99	0.8	0.99	1.47	0.92	-459	-697	-54	431	-139
06097	0.88	0.65	1.11	1.55	0.89	-1166	-1788	13	623	-15
06099	1.09	0.81	1.2	1.51	0.91	387	-724	43	1069	-1
06101	1.08	0.81	1.14	1.59	1.18	30	-129	4	135	20
06103	0.97	0.83	1.59	1.44	0.69	-82	-137	1	56	-3
06105	0.83	0.76	0.0	1.33	0.77	-67	-66	0	-1	0
06107	1.37	0.89	1.48	1.72	1.02	1196	-362	38	1516	4
06109	0.76	0.68	1.14	1.2	1.27	-233	-233	1	0	-1
06111	1.04	0.8	1.1	1.4	0.84	-600	-1755	9	1291	-144
06113	0.77	0.62	0.73	1.29	0.47	-70	-334	8	241	15
06115	1.24	1.02	1.78	1.71	1.46	121	-14	16	93	26
08001	1.13	0.92	1.32	1.48	1.16	658	-260	45	817	56
08003	0.99	0.81	1.18	1.25	0.04	-2	-18	2	16	-2
08005	0.97	0.77	1.13	1.71	0.98	-649	-1428	91	682	6
08007	0.95	0.81	0.95	1.52	1.09	-42	-47	0	5	0
08009	0.92	0.86	0.0	1.34	1.5	-9	-11	0	2	0
08011	1.12	0.88	4.91	1.48	1.6	-4	-7	1	3	-1
08013	0.79	0.65	0.92	1.58	1.07	-661	-972	10	261	39
08014	0.94	0.76	1.93	1.92	1.43	-52	-113	3	46	12
08015	0.89	0.84	2.09	1.44	0.0	-67	-68	0	2	-1
08017	1.02	1.0	0.0	1.26	0.0	-3	-4	0	1	0
08019	0.79	0.79	1.5	0.72	0.67	-52	-51	0	-2	0
08021	1.23	1.2	1.09	1.25	0.0	7	2	0	4	0
08023	1.1	0.85	0.0	1.25	0.55	-15	-8	0	-6	0
08025	0.96	0.88	3.0	1.24	0.0	-4	-6	0	1	0
08027	0.87	0.89	4.8	0.58	0.0	-26	-26	0	-1	0
08029	1.09	0.98	3.4	1.68	1.26	-53	-73	1	19	0
08031	1.1	0.66	1.17	1.86	0.97	1208	-564	71	1617	84
08033	0.87	0.81	4.0	1.5	0.0	-6	-6	0	0	0
08035	1.09	1.06	1.36	1.26	1.23	-2	-111	16	58	35
08037	0.99	0.71	1.06	1.77	0.79	10	-112	2	119	1
08039	0.82	0.77	0.88	1.51	1.9	-119	-124	-1	5	1
08041	0.99	0.85	1.4	1.48	1.24	-487	-1083	184	383	29
08043	0.88	0.83	0.71	1.27	1.07	-99	-104	1	5	-1
08045	1.2	0.87	1.72	2.33	2.01	-5	-137	2	127	3
08047	0.85	0.81	0.0	1.26	1.76	-25	-26	0	0	1
08049	0.77	0.74	0.61	1.13	0.81	-56	-58	1	1	0
08051	0.73	0.67	2.03	1.66	0.21	-22	-30	1	8	-1
08053	0.77	0.81	0.0	0.0	0.0	-5	-5	0	0	0
08055	1.02	0.86	0.55	1.27	0.0	-21	-24	0	3	0
08057	1.17	0.98	0.0	2.72	0.0	-1	-4	0	2	0
08059	0.85	0.77	1.3	1.18	1.13	-1611	-1861	25	203	22
08061	0.98	0.98	0.0	1.01	0.0	-1	-1	0	0	0
08063	1.09	0.97	0.0	1.61	0.0	-7	-16	0	9	0
08065	1.04	0.67	0.0	1.56	0.0	9	-15	0	23	0
08067	0.68	0.61	1.26	1.01	0.65	-180	-189	2	7	0
08069	0.77	0.69	1.15	1.35	0.98	-636	-791	18	124	13
08071	0.95	0.7	1.88	1.26	1.0	-44	-48	1	2	1
08073	0.97	0.89	5.45	1.4	0.75	-13	-16	0	2	0
08075	0.98	0.85	1.74	1.8	1.04	-29	-45	2	14	0
08077	0.92	0.82	1.67	1.56	1.12	-247	-334	8	75	4
08079	0.73	0.73	0.0	0.83	0.0	-4	-3	0	0	0
08081	1.07	0.92	1.38	1.87	5.29	-24	-40	0	12	3
08083	1.02	0.85	2.29	1.48	3.04	-55	-74	1	18	1
08085	1.1	0.88	2.26	1.87	2.65	-45	-96	3	43	4
08087	1.31	0.91	3.34	1.99	1.59	38	-46	4	81	0
08089	1.22	0.94	1.73	1.57	1.74	3	-28	2	29	0
08091	0.75	0.72	0.0	0.92	0.0	-28	-28	0	0	0
08093	0.77	0.76	0.59	0.94	1.17	-105	-101	-1	-4	0
08095	1.2	0.95	0.0	2.0	1.71	-4	-12	0	9	0
08097	0.72	0.63	1.31	1.67	0.83	-60	-65	0	6	-1
08099	1.27	0.94	3.13	1.81	0.69	18	-18	1	35	0
08101	1.0	0.76	1.4	1.29	0.98	-133	-271	12	126	0
08103	0.9	0.88	6.67	0.78	9.6	-17	-19	0	0	1
08105	1.24	0.97	2.77	1.55	0.6	-4	-19	1	14	0
08107	0.74	0.7	0.73	1.82	0.42	-92	-97	0	6	0
08109	1.14	0.9	1.26	1.37	0.0	-5	-15	0	11	0
08111	1.28	0.97	0.0	4.2	0.0	-3	-3	0	1	0
08113	0.62	0.55	0.0	1.22	1.7	-20	-24	0	4	0
08115	1.26	1.14	3.0	1.74	3.0	-3	-5	0	2	0
08117	0.81	0.65	0.58	1.83	1.45	-24	-63	0	38	2
08119	0.77	0.77	0.74	0.82	1.13	-129	-126	0	-4	0
08121	0.98	0.95	0.0	1.26	0.0	-14	-15	0	1	0
08123	1.07	0.83	1.14	1.76	0.83	250	-229	10	462	7
08125	1.27	0.95	0.71	2.41	1.33	5	-18	0	23	0
09001	0.98	0.93	0.98	1.16	1.1	-1373	-1834	29	360	72
09003	0.87	0.75	1.0	1.25	1.0	-1943	-2468	106	363	56
09005	0.82	0.79	1.39	1.27	1.0	-743	-769	7	17	2
