id	rate
35541	0.995077277673
35543	1.69146957912
35544	0
1333013	0
35546	0
35547	0
59943	0.0
59940	0
48828	0
59944	20.5797101449
59945	0
48810	0
47735	0
24	0.998677036193
24411	0
24412	0
1333024	0
11110	0
R59	1.01287737119
R35	0.840058286925
47705	1.93419829846
35535	0.870276631805
35537	1.13564336322
35531	0
35530	1.40798720937
35533	0
35532	1.14637262084
48826	0
48825	1.14783588361
35539	2.14228549846
48821	0
48820	0
59	1.14178605908
13310	4.12161349759
11105	19.0447362089
24465	0
35557	0
24462	0.968403066479
24468	0
3550524	1.28195266118
47715	0
47710	0
35527	0
35522	0
35521	0.864329797223
48830	26.5070852016
48831	0
48832	0
48833	0
48835	1.10987784385
35528	0
35529	0.481136778176
01	0.952720898174
R12	1.17877656041
R13	1.38980305672
R10	17.4018333052
R11	-19067.0837334
13305	1.35634758479
R47	0.931174818965
13329	3.82415655526
59977	0
59975	0
R46	0.848263379844
59970	2.50469765383
R62	1.62530249376
59915	1.13660861802
24410	0
35598	0
12220	0.829263529429
59913	0
3550535	0.983524172877
35590	0
59918	0.0
35595	4.61125679419
35512	0
3550235	0
35516	0
35515	0
4884048	0
48845	0
13330	0
48840	0
35	0.906458536281
24442	2.39054253974
R61	-0.00973459694436
24440	0
24447	0
59965	0
24444	0
59905	0
60	0
61	1.46584020218
62	1.62530249376
13320	1.65293826169
35505	1.00613655199
13328	0
35501	0.0
35502	0
48850	2.41929656785
24459	0
R60	0
24454	0
24456	0
24450	7.34119126198
24452	0
59933	1.12401275134
59932	2.61525301184
59930	6.72345788647
59937	3.88585306618
59935	1.43939658749
59934	0
59939	0
59938	1.07682751633
35571	0.0
10010	0
35575	0
10015	0
11	35.2858574909
10	2.48018940129
13	1.69277245039
12	1.16929248801
48860	1.61886908508
48865	0
35584	0
24428	0
35586	0
12225	2.6115781649
35580	10.147657071
35582	0
24421	1.32980659476
4884047	0
59950	0
R48	0.780646935172
10005	0
10001	0.654947741327
46605	0
59925	0
46607	0
59920	0
46602	1.07827292912
35568	1.45296139729
35569	0
13335	0
35562	2.39382159044
35566	0
35567	0
61995	2.17395577396
48	1.10925992307
46640	0
46	1.05922080493
47	1.68442700313
47745	0
12210	6.00800699462
12215	1.00251680539
24433	1.60562939507
24430	0
24437	0
47725	5.79145510768
35556	1.7498323344
35555	1.24994624134
35553	0
47720	0
35550	1.08608751168
60990	0
59952	0
59955	0
35559	1.520640813
48805	9.33383622496
48806	0.727272727273
24485	0
24481	0
24480	0
24406	0
24405	0
24404	0
24403	0
24408	0
47750	0
46610	0
12205	1.11785969394
R24	0.957195832405
