id	rate
35541	0.704594746347
35543	0.62449557606
35544	3.16457564576
1333013	0
35546	0.0
35547	0.0
59943	0.594123051998
59940	0.0
48828	0.570446735395
59944	1.28987718916
59945	0
48810	0.875931123959
47735	0.526315789474
24	0.751221008604
24411	0
24412	0
1333024	0
11110	0
R59	0.540860727952
R35	0.660274120872
47705	0.739386736402
35535	0.580111553763
35537	0.636571845625
35531	0
35530	2.32837573386
35533	0
35532	0.825124180334
48826	0.0
48825	0.662339927806
35539	0.696941248596
48821	3.01473477407
48820	0.177282411259
59	0.55641250016
13310	1.2314056833
11105	0.522351913309
24465	0
35557	0.318478198726
24462	0.672203539783
24468	0
3550524	1.01718880072
47715	0.239279279279
47710	0.0
35527	0.0
35522	0.883765079878
35521	0.601041786229
48830	0.610441712689
48831	0.0
48832	0.0
48833	0.0
48835	0.572452496912
35528	0.0
35529	0.81509055171
01	0.613532374853
R12	1.3722489679
R13	0.999849239555
R10	1.07147187903
R11	0.620744375247
13305	0.627862778273
R47	0.911120765739
13329	0
59977	0.747761979989
59975	1.25034965035
R46	0.991992299067
59970	0.781968942437
R62	0.609929078014
59915	0.453844063469
24410	0
35598	1.9751552795
12220	0
59913	1.16491115106
3550535	0.692052539318
35590	3.6821744827
59918	0.84512385053
35595	0.593967248411
35512	1.11627906977
3550235	0
35516	0
35515	0
4884048	0.0
48845	0.316652136007
13330	0
48840	0.560084380254
35	0.602504317361
24442	1.85151975684
R61	0.370769421245
24440	0
24447	6.0
59965	0.0
24444	0
59905	0
60	0.853232268177
61	0.558246684849
62	0.609929078014
13320	0.890589458921
35505	0.712027878701
13328	0
35501	0.0
35502	0
48850	0.477737786368
24459	1.72537216679
R60	0.442801361894
24454	0
24456	0
24450	1.66666666667
24452	0
59933	0.553917350907
59932	0.993212477451
59930	0.494097480606
59937	1.02310061464
59935	0.491423554039
59934	0.819255205449
59939	0.260704812429
59938	0.429178018059
35571	1.6
10010	0
35575	5.56408417025
10015	0
11	0.529654318073
10	0.708171260934
13	0.96600497084
12	0.659666239098
48860	0.279503661772
48865	0.978561151079
35584	0
24428	0
35586	0.485247906883
12225	0.205347593583
35580	0.248066483308
35582	0
24421	1.48062649598
4884047	0.688741721854
59950	0.0
R48	0.422087923545
10005	0
10001	0.512126994277
46605	0.873949579832
59925	0.655845718441
46607	0.0
59920	0
46602	0.794567873898
35568	0.827103732353
35569	0.955092121903
13335	0
35562	0.746081281846
35566	0
35567	0
61995	0.612567590365
48	0.609763070486
46640	0
46	0.799621616626
47	0.741069540964
47745	0.782175797883
12210	0
12215	0
24433	1.25583065402
24430	0
24437	0
47725	0.663130300239
35556	1.43371649576
35555	0.690088433338
35553	0.0
47720	0.666666666667
35550	0.904983086246
60990	0.885830103909
59952	0
59955	0.936916591388
35559	0.723528123266
48805	0.454711835066
48806	1.55539753549
24485	0.0
24481	0
24480	0
24406	0.0
24405	0
24404	2.66666666667
24403	0
24408	5.15555555556
47750	0
46610	0.842615113089
12205	0.474585155746
R24	1.55294107665
